name=aardvark,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=0,domestic=0,catsize=1,type=1
name=antelope,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=bass,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=0,venomous=0,fins=1,legs=0,tail=1,domestic=0,catsize=0,type=4
name=bear,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=0,domestic=0,catsize=1,type=1
name=boar,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=buffalo,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=calf,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=1,catsize=1,type=1
name=carp,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=0,toothed=1,backbone=1,breathes=0,venomous=0,fins=1,legs=0,tail=1,domestic=1,catsize=0,type=4
name=catfish,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=0,venomous=0,fins=1,legs=0,tail=1,domestic=0,catsize=0,type=4
name=cavy,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=0,domestic=1,catsize=0,type=1
name=cheetah,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=chicken,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=0,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=1,catsize=0,type=2
name=chub,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=0,venomous=0,fins=1,legs=0,tail=1,domestic=0,catsize=0,type=4
name=clam,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=0,predactor=1,toothed=0,backbone=0,breathes=0,venomous=0,fins=0,legs=0,tail=0,domestic=0,catsize=0,type=7
name=crab,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=0,backbone=0,breathes=0,venomous=0,fins=0,legs=4,tail=0,domestic=0,catsize=0,type=7
name=crayfish,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=0,backbone=0,breathes=0,venomous=0,fins=0,legs=6,tail=0,domestic=0,catsize=0,type=7
name=crow,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=1,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=2
name=deer,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=dogfish,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=0,venomous=0,fins=1,legs=0,tail=1,domestic=0,catsize=1,type=4
name=dolphin,hair=0,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=1,legs=0,tail=1,domestic=0,catsize=1,type=1
name=dove,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=0,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=1,catsize=0,type=2
name=duck,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=1,predactor=0,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=2
name=elephant,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=flamingo,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=0,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=1,type=2
name=flea,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=0,predactor=0,toothed=0,backbone=0,breathes=1,venomous=0,fins=0,legs=6,tail=0,domestic=0,catsize=0,type=6
name=frog,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=0,domestic=0,catsize=0,type=5
name=frog,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=1,venomous=1,fins=0,legs=4,tail=0,domestic=0,catsize=0,type=5
name=fruitbat,hair=1,feathers=0,eggs=0,milk=1,airbourne=1,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=1
name=giraffe,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=girl,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=0,domestic=1,catsize=1,type=1
